,Index,Artist,Song,Emotion,Lyric
936,ML937,Tony Carey,I Won't Be Home Tonight,relaxed,"['home', 'tonight', 'think', 'come', 'runnin', 'drop', 'hat', 'oh', 'baby', 'know', 'better', 'hot', 'one', 'minute', 'gone', 'next', 'tell', 'expect', 'standin', 'tellin', 'home', 'good', 'think', 'believe', 'think', 'would', 'turn', 'right', 'around', 'come', 'done', 'home', 'tonight', 'get', 'along', 'fine', 'without', 'bother', 'callin', 'tonight', 'oh', 'baby', 'take', 'somewhere', 'else', 'take', 'somewhere', 'else', 'oh', 'think', 'easy', 'ever', 'got', 'make', 'every', 'man', 'roll', 'tell', ""'em"", 'something', 'nice', 'show', 'baby', 'blues', 'baby', 'got', 'news', 'home', 'tonight', 'get', 'along', 'fine', 'without', 'bother', 'callin', 'tonight', 'oh', 'baby', 'take', 'somewhere', 'else', 'somewhere', 'else', 'baby', 'take', 'somewhere', 'else', 'take', 'somewhere', 'else', 'home', 'tonight', 'get', 'along', 'fine', 'without', 'bother', 'callin', 'tonight', 'oh', 'baby', 'take', 'somewhere', 'else', 'home', 'tonight', 'get', 'along', 'fine', 'without', 'bother', 'callin', 'tonight', 'oh', 'baby', 'take', 'somewhere', 'else']"
937,ML938,Whitesnake,Love Ain't No Stranger,happy,"['knows', 'cold', 'wind', 'blows', 'ask', 'friends', 'nobody', 'knows', 'believe', 'love', 'oh', 'love', 'ai', 'stranger', 'mmm', 'looked', 'around', 'see', 'broken', 'hearted', 'people', 'staring', 'searching', 'still', 'believe', 'oh', 'love', 'ai', 'stranger', 'alone', 'needed', 'love', 'much', 'sacrificed', 'dreaming', 'heard', 'warning', 'heart', 'tell', 'feel', 'emptiness', 'love', 'know', 'well', 'love', 'ai', 'stranger', 'ai', 'stranger', 'love', 'ai', 'stranger', 'ai', 'stranger', 'love', 'hold', 'passion', 'soul', 'need', 'look', 'mercy', 'heart', 'begins', 'bleed', 'know', 'good', 'loving', 'friend', 'pain', 'read', 'lines', 'love', 'ai', 'stranger', 'ai', 'stranger', 'love', 'ai', 'stranger', 'ai', 'stranger', 'love', 'knows', 'cold', 'wind', 'blows', 'ask', 'friends', 'nobody', 'knows', 'believe', 'love', 'lord', 'mercy', 'love', 'ai', 'stranger', 'ai', 'stranger', 'alone', 'needed', 'love', 'much', 'sacrificed', 'dreaming', 'hold', 'passion', 'soul', 'need', 'look', 'mercy', 'heart', 'begins', 'bleed', 'love', 'ai', 'stranger', 'ai', 'stranger', 'love', 'ai', 'stranger', 'ai', 'stranger', 'love', 'love', 'ai', 'stranger', 'love', 'ai', 'stranger', 'ai', 'stranger']"
938,ML939,Muse,Stockholm Syndrome,angry,"['stand', 'way', 'let', 'hatred', 'grow', 'scream', 'shout', 'pray', 'name', 'yeah', 'name', 'hold', 'back', 'let', 'anger', 'rise', 'fly', 'fall', 'burn', 'one', 'recall', 'one', 'recall', 'last', 'time', 'abandon', 'last', 'time', 'forget', 'wish', 'could', 'look', 'stars', 'let', 'hope', 'burn', 'eyes', 'love', 'hate', 'die', 'avail', 'avail', 'last', 'time', 'abandon', 'last', 'time', 'forget', 'wish', 'could', 'last', 'time', 'abandon', 'last', 'time', 'forget', 'wish', 'could', 'wish', 'could']"
939,ML940,Jose Alfredo Jimenez,El Rey,sad,"['yo', 'sé', 'bien', 'que', 'estoy', 'afuera', 'pero', 'el', 'día', 'en', 'que', 'yo', 'muera', 'sé', 'que', 'tendrás', 'que', 'llorar', 'llorar', 'llorar', 'llorar', 'llorar', 'dirás', 'que', 'quisiste', 'pero', 'vas', 'estar', 'muy', 'triste', 'así', 'te', 'vas', 'quedar', 'con', 'dinero', 'sin', 'dinero', 'hago', 'siempre', 'lo', 'que', 'quiero', 'mi', 'palabra', 'es', 'la', 'ley', 'tengo', 'trono', 'ni', 'reina', 'ni', 'nadie', 'que', 'comprenda', 'pero', 'sigo', 'siendo', 'el', 'rey', 'una', 'piedra', 'del', 'camino', 'enseñó', 'que', 'mi', 'destino', 'era', 'rodar', 'rodar', 'rodar', 'rodar', 'rodar', 'rodar', 'después', 'dijo', 'un', 'arriero', 'que', 'hay', 'que', 'llegar', 'primero', 'pero', 'hay', 'que', 'saber', 'llegar', 'con', 'dinero', 'sin', 'dinero', 'hago', 'siempre', 'lo', 'que', 'quiero', 'mi', 'palabra', 'es', 'la', 'ley', 'tengo', 'trono', 'ni', 'reina', 'ni', 'nadie', 'que', 'comprenda', 'pero', 'sigo', 'siendo', 'el', 'rey']"
940,ML941,Los Alegres De Teran,Hermosisimo Lucero,sad,"['donde', 'te', 'hayas', 'hermosisimo', 'lucero', 'quien', 'estas', 'iluminándole', 'la', 'vida', 'mientras', 'que', 'yo', 'aquí', 'sin', 'ti', 'soy', 'mula', 'sin', 'arriero', 'muerta', 'de', 'sed', 'por', 'los', 'caminos', 'de', 'la', 'vida', 'quisiera', 'ser', 'aquella', 'nube', 'pasajera', 'para', 'buscarte', 'en', 'lugares', 'que', 'ofendes', 'quisiera', 'estar', 'en', 'donde', 'estas', 'ahorita', 'mismo', 'para', 'arrancarte', 'de', 'los', 'brazos', 'en', 'donde', 'duermes', 'tu', 'eres', 'el', 'sol', 'con', 'que', 'se', 'alumbra', 'mi', 'existir', 'tu', 'eres', 'el', 'agua', 'con', 'que', 'se', 'apaga', 'mi', 'sed', 'tu', 'eres', 'el', 'aire', 'que', 'respiro', 'pa', 'vivir', 'tu', 'eres', 'la', 'tierra', 'donde', 'al', 'fin', 'descansare', 'si', 'emborracho', 'pa', 'olvidarte', 'ni', 'te', 'olvido', 'es', 'que', 'en', 'el', 'fondo', 'de', 'mi', 'copa', 'te', 'estoy', 'viendo', 'en', 'el', 'fondo', 'de', 'la', 'copa', 'tu', 'te', 'burlas', 'con', 'esa', 'risa', 'que', 'mata', 'el', 'pensamiento', 'tu', 'eres', 'el', 'sol', 'con', 'que', 'se', 'alumbra', 'mi', 'existir', 'tu', 'eres', 'el', 'agua', 'con', 'que', 'se', 'apaga', 'mi', 'sed', 'tu', 'eres', 'el', 'aire', 'que', 'respiro', 'pa', 'vivir', 'tu', 'eres', 'la', 'tierra', 'donde', 'al', 'fin', 'descansare']"
941,ML942,Nice & Wild,Diamond Girl,relaxed,"['feel', 'feeling', 'truth', 'believing', 'diamond', 'girl', 'diamond', 'girl', 'make', 'feel', 'like', 'fire', 'near', 'captivate', 'smile', 'girl', 'make', 'get', 'wild', 'ooh', 'oh', 'diamond', 'girl', 'diamond', 'girl', 'ooh', 'oh', 'diamond', 'girl', 'diamond', 'girl', 'diamond', 'girl', 'like', 'know', 'getting', 'near', 'door', 'make', 'want', 'ooh', 'feel', 'coming', 'door', 'ooh', 'oh', 'diamond', 'girl', 'diamond', 'girl', 'ooh', 'oh', 'diamond', 'girl', 'diamond', 'girl', 'feel', 'feeling', 'truth', 'believing', 'diamond', 'girl', 'ooh', 'oh', 'diamond', 'girl', 'fit', 'right', 'finger', 'proud', 'persist', 'enjoy', 'gifts', 'repeat', '1x', 'diamond', 'girl', 'go', 'wrong', 'love', 'felt', 'along', 'leave', 'soon', 'feel', 'lonely', 'without', 'love', 'feel', 'feeling', 'truth', 'believing', 'diamond', 'girl', 'ooh', 'oh', 'diamond', 'girl', 'always', 'wear', 'diamond', 'girl', 'diamond', 'girl', 'diamond', 'girl', 'tu', 'haces', 'senti-brrrrrr', 'como', 'estoy', 'en', 'fuego', 'junto', 'ti', 'tu', 'captivas', 'con', 'tu', 'amor', 'te', 'quiero', 'dar', 'todo', 'mi', 'calor', 'mi', 'niña', 'de', 'diamante', 'si', 'tu', 'eres', 'si', 'tu', 'eres', 'diamond', 'girl', 'fit', 'right', 'finger', 'proud', 'diamond', 'girl']"
942,ML943,The Cult,Sun King,relaxed,"['ends', 'kinda', 'dream', 'never', 'seen', 'well', 'yeah', 'hot', 'damn', 'ooh', 'mercy', ""ma'am"", 'hell', 'ah', 'strutting', 'round', 'head', 'held', 'high', 'trying', 'prove', 'girl', 'black', 'haired', 'missy', 'big', 'brown', 'eyes', 'knees', 'mama', 'please', 'regal', 'man', 'take', 'promised', 'land', 'sun', 'king', 'baby', 'let', 'take', 'hand', 'sun', 'king', 'honey', 'rule', 'across', 'land', 'sun', 'king', 'baby', 'share', 'throne', 'sun', 'king', 'honey', 'make', 'hey', 'look', 'little', 'missy', 'ripping', 'town', 'yeah', 'honey', 'tie', 'woman', 'make', 'frown', 'long', 'legged', 'lady', 'black', 'dress', 'knees', 'mama', 'please', 'regal', 'man', 't-t-take', 'promised', 'land', 'sun', 'king', 'baby', 'let', 'take', 'hand', 'yeah', 'sun', 'king', 'honey', 'rule', 'across', 'land', 'sun', 'king', 'baby', 'baby', 'share', 'throne', 'sun', 'king', 'honey', 'make', 'yeah', 'let', 'tell', 'people', 'listen', 'good', 'city', 'crawling', 'like', 'tired', 'dog', 'yeah', 'cult', 'children', 'house', 'dawn', 'yeah', 'time', 'wasted', 'gone', 'fast', 'time', 'wasted', 'gone', 'fast', 'see', 'sun', 'begin', 'shine', 'see', 'sun', 'begin', 'shine', 'sun', 'king', 'baby', 'ow', 'let', 'take', 'hand', 'oh', 'sun', 'king', 'honey', 'rule', 'across', 'land', 'sun', 'king', 'baby', 'yeah', 'yeah', 'share', 'throne', 'sun', 'king', 'honey', 'make', 'yeah', 'sun', 'king', 'baby', 'sun', 'king', 'sun', 'king', 'baby']"
943,ML944,Sammy Kershaw,Love Of My Life,happy,"['love', 'life', 'reason', 'alive', 'baby', 'baby', 'baby', 'think', 'saved', 'go', 'crazy', 'never', 'known', 'love', 'like', 'fills', 'new', 'tenderness', 'know', 'know', 'know', 'heart', 'soul', 'resist', 'need', 'tell', 'first', 'time', 'held', 'knew', 'love', 'life', 'spent', 'lifetime', 'waiting', 'always', 'hesitating', 'lost', 'deep', 'inside', 'shell', 'till', 'came', 'saved', 'really', 'know', 'need', 'love', 'life', 'joy', 'tears', 'cry', 'baby', 'baby', 'baby', 'say', 'word', 'see', 'eyes', 'stand', 'together', 'promise', 'forever', 'till', 'day', 'die', 'love', 'life', 'spent', 'lifetime', 'waiting', 'always', 'hesitating', 'lost', 'deep', 'inside', 'shell', 'till', 'came', 'saved', 'really', 'know', 'need', 'love', 'life', 'reason', 'alive']"
944,ML945,Craig Morgan,God Must Really Love Me,happy,"['times', 'let', 'faith', 'run', 'thin', 'man', 'trouble', ""i'da"", 'gave', 'lived', 'hard', 'lived', 'fast', 'lost', 'things', 'never', 'get', 'back', 'cause', 'someone', 'look', 'past', 'god', 'must', 'really', 'love', 'look', 'miracles', 'around', 'way', 'live', 'way', 'forgives', 'know', 'smiling', 'believe', 'reason', 'still', 'alive', 'god', 'must', 'really', 'love', 'wake', 'feel', 'side', 'perfect', 'girl', 'perfect', 'time', 'see', 'way', 'future', 'shines', 'god', 'must', 'really', 'love', 'look', 'miracles', 'around', 'dream', 'live', 'gift', 'gives', 'know', 'smiling', 'believe', 'reason', 'get', 'live', 'life', 'god', 'must', 'really', 'love', 'showed', 'worst', 'saw', 'best', 'pulled', 'world', 'right', 'chest', 'every', 'day', 'wake', 'feel', 'blessed', 'yeah', 'feel', 'blessed', 'god', 'must', 'really', 'love', 'god', 'must', 'really', 'love', 'god', 'must', 'really', 'love']"
945,ML946,Alan Jackson,Ring Of Fire,angry,"['love', 'burning', 'thing', 'makes', 'fiery', 'ring', 'bound', 'wild', 'desire', 'fell', 'ring', 'fire', 'fell', 'burning', 'ring', 'fire', 'went', 'flames', 'went', 'higher', 'burns', 'burns', 'burns', 'ring', 'fire', 'ring', 'fire', 'fell', 'burning', 'ring', 'fire', 'went', 'flames', 'went', 'higher', 'burns', 'burns', 'burns', 'ring', 'fire', 'ring', 'fire', 'taste', 'love', 'sweet', 'hearts', 'like', 'meet', 'fell', 'like', 'child', 'oh', 'fire', 'went', 'wild', 'fell', 'burning', 'ring', 'fire', 'went', 'flames', 'went', 'higher', 'burns', 'burns', 'burns', 'ring', 'fire', 'ring', 'fire', 'fell', 'burning', 'ring', 'fire', 'went', 'flames', 'went', 'higher', 'burns', 'burns', 'burns', 'ring', 'fire', 'ring', 'fire', 'burns', 'burns', 'burns', 'ring', 'fire', 'ring', 'fire', 'ring', 'fire', 'ring', 'fire']"
946,ML947,David Kersh,Goodnight Sweetheart,relaxed,"['window', 'seat', '30,000', 'feet', 'ground', 'blue', 'moon', 'beams', 'silver', 'wings', 'bring', 'slipping', 'coat', 'long', 'night', 'flight', 'find', 'note', 'wrote', 'last', 'night', 'almost', 'hear', 'words', 'close', 'eyes', 'goodnight', 'sweetheart', 'sleep', 'tight', 'wherever', 'god', 'hold', 'arms', 'apart', 'tho', 'far', 'away', 'love', 'stay', 'tucked', 'away', 'heart', 'goodnight', 'sweetheart', 'sleep', 'tight', 'wherever', 'days', 'leave', 'one', 'needs', 'seems', 'high', 'price', 'pays', 'dreams', 'dream', 'goodnight', 'sweetheart', 'sleep', 'tight', 'wherever', 'god', 'hold', 'arms', 'apart', 'tho', 'far', 'away', 'love', 'stay', 'tucked', 'away', 'herre', 'heart', 'goodnight', 'sweetheart', 'sleep', 'tight', 'wherever']"
947,ML948,Robert Earl Keen,Something I Do,relaxed,"['king', 'burning', 'daylight', 'holdin', 'doin', 'alright', 'leaving', 'well', 'enough', 'alone', 'daddy', 'told', 'lazy', 'momma', 'said', 'love', 'kind', 'like', 'doin', 'nothing', 'something', 'kind', 'like', 'doin', 'nothing', 'something', 'read', 'sports', 'page', 'make', 'coffee', 'turn', 'tv', 'feed', 'gold', 'fish', 'fix', 'sandwich', 'ignore', 'telephone', 'baby', 'tells', 'lazy', 'baby', 'say', 'love', 'kind', 'like', 'doin', 'nothing', 'something', 'kind', 'likes', 'doin', 'nothing', 'something', 'got', 'cabin', 'campfire', 'stars', 'sky', 'sky', 'echoes', 'got', 'ummm', 'good', 'hearted', 'woman', 'think', 'getting', 'tell', 'baby', 'barritz', 'baby', 'says', 'move', 'kind', 'like', 'doin', 'nothing', 'something', 'kind', 'likes', 'doin', 'nothing', 'something', 'alright', 'instrumental', 'love', 'clear', 'day', 'open', 'highway', 'lonesome', 'fiddle', 'tune', 'love', 'party', 'friends', 'family', 'napping', 'afternoon', 'might', 'lazy', 'ai', 'crazy', 'love', 'baby', 'loves', 'kind', 'like', 'kind', 'likes', 'doin', 'nothing', 'something', 'kind', 'like', 'kind', 'likes', 'doin', 'nothing', 'something', 'kind', 'likes', 'doin', 'nothing', 'something', 'kind', 'likes', 'doin', 'nothing', 'something', 'alright']"
948,ML949,Willie Nelson,Uncloudy Day,relaxed,"['tell', 'home', 'far', 'beyond', 'skies', 'tell', 'home', 'far', 'away', 'tell', 'home', 'storm', 'clouds', 'rise', 'tell', 'uncloudy', 'day', 'land', 'cloudless', 'day', 'land', 'unclouded', 'sky', 'tell', 'home', 'storm', 'clouds', 'rise', 'tell', 'uncloudy', 'day', 'tell', 'home', 'friends', 'gone', 'tell', 'land', 'far', 'away', 'tree', 'life', 'eternal', 'bloom', 'sheds', 'fragrance', 'uncloudy', 'day', 'land', 'cloudless', 'day', 'land', 'unclouded', 'sky', 'tell', 'home', 'storm', 'clouds', 'rise', 'tell', 'uncloudy', 'day', 'tell', 'king', 'beauty', 'tell', 'mine', 'eyes', 'shall', 'behold', 'sits', 'throne', 'whiter', 'snow', 'city', 'made', 'gold', 'land', 'cloudless', 'day', 'land', 'unclouded', 'sky', 'tell', 'home', 'storm', 'clouds', 'rise', 'tell', 'uncloudy', 'day', 'tell', 'smiles', 'children', 'smile', 'drives', 'sorrows', 'away', 'tell', 'tears', 'ever', 'come', 'lovely', 'land', 'uncloudy', 'day', 'land', 'cloudless', 'day', 'land', 'unclouded', 'sky', 'tell', 'home', 'storm', 'clouds', 'rise', 'tell', 'uncloudy', 'day']"
949,ML950,Ryan Adams,To Be Young ,sad,"['unfortunately', 'licensed', 'display', 'full', 'lyrics', 'song', 'moment', 'hopefully', 'able', 'future', 'random', 'page']"
950,ML951,Reckless Kelly,Some People's Kids,angry,"['daddy', 'told', 'facts', 'momma', 'taught', 'act', 'puberty', 'paid', 'dues', 'pool-hall', 'moulin', 'rouge', 'likes', 'skirt', 'like', 'tight', ""levi's"", 'fanning', 'flames', 'fire', 'burned', 'higher', 'fire', 'eyes', 'momma', 'downtown', 'lips', 'daddy', 'business', 'trip', 'pinch', 'momma', 'treasure', 'chest', 'daddy', 'comes', 'rest', 'people', 'kids', 'know', 'fast', 'time', 'flies', 'paying', 'fire', 'burning', 'higher', 'fire', 'eyes', 'peoples', 'kids', 'see', 'people', 'kids', 'really', 'need', 'someone', 'love', ""'em"", 'care', 'daddy', 'rollin', 'stone', 'momma', 'chose', 'live', 'alone', 'susie', 'wine', 'jimmy', 'friend', 'mine', 'peoples', 'kids', 'got', 'sing', 'surprise', 'flame', 'fire', 'burnin', 'higher', 'fire', 'eyes']"
951,ML952,Praise Band,Awesome God,happy,"['god', 'awesome', 'god', 'reigns', 'heaven', 'wisdom', 'power', 'love', 'god', 'awesome', 'god', 'god', 'awesome', 'god', 'reigns', 'heaven', 'wisdom', 'power', 'love', 'god', 'awesome', 'god', 'god', 'awesome', 'god', 'reigns', 'heaven', 'wisdom', 'power', 'love', 'god', 'awesome', 'god', 'god', 'awesome', 'god', 'reigns', 'heaven', 'wisdom', 'power', 'love', 'god', 'awesome', 'god', 'god', 'awesome', 'god', 'reigns', 'heaven', 'wisdom', 'power', 'love', 'god', 'awesome', 'god', 'god', 'awesome', 'god', 'reigns', 'heaven', 'wisdom', 'power', 'love', 'god', 'awesome', 'god', 'god', 'awesome', 'god', 'reigns', 'heaven', 'wisdom', 'power', 'love', 'god', 'awesome', 'god', 'god', 'awesome', 'god']"
952,ML953,Phish,Free,relaxed,"['floating', 'blimp', 'lot', 'feel', 'feeling', 'forgot', 'swimming', 'weightless', 'womb', 'bouncing', 'gently', 'round', 'room', 'minute', 'free', 'splashing', 'sea', 'feel', 'curiosity', 'see', 'path', 'ahead', 'minute', 'free', 'splashing', 'sea', 'hear', 'tiny', 'cry', 'ship', 'goes', 'sliding', 'free', 'free', 'free', 'floating', 'blimp', 'lot', 'feel', 'feeling', 'forgot', 'floating', 'blimp', 'lot', 'feel', 'free', 'free', 'free', 'free', 'free']"
953,ML954,Christine McVie,Got A Hold On Me,happy,"['lifting', 'never', 'let', 'smile', 'whenever', 'around', 'ooh', 'got', 'feeling', 'work', 'right', 'stop', 'thinking', 'every', 'day', 'night', 'ooh', 'got', 'love', 'got', 'somebody', 'love', 'got', 'hold', 'yeah', 'got', 'love', 'got', 'somebody', 'love', 'got', 'hold', 'well', 'love', 'lost', 'count', 'tears', 'count', 'cost', 'oh', 'used', 'know', 'know', 'know', 'lose', 'ooh', 'got', 'love', 'got', 'somebody', 'love', 'got', 'hold', 'yeah', 'got', 'love', 'got', 'somebody', 'love', 'got', 'hold', 'yeah', 'got', 'love', 'got', 'somebody', 'love', 'got', 'hold', 'ooh', 'got', 'love', 'got', 'somebody', 'love', 'got', 'hold', 'yeah', 'got', 'love', 'got', 'somebody', 'love', 'got', 'hold', 'ooh', 'got', 'love', 'got', 'somebody', 'love', 'got', 'hold', 'got', 'love', 'got', 'somebody', 'love', 'got', 'hold', 'got', 'love', 'got', 'somebody', 'love', 'got', 'hold', 'ooh', 'got', 'love', 'got', 'somebody', 'love', 'got', 'hold', 'got', 'love', 'got', 'somebody', 'love', 'got', 'hold']"
954,ML955,Chic,I Want Your Love,happy,"['want', 'love', 'want', 'love', 'want', 'love', 'want', 'love', 'feel', 'like', 'ever', 'want', 'try', 'love', 'see', 'well', 'fits', 'baby', 'see', 'look', 'kick', 'feeling', 'hits', 'alone', 'bed', 'night', 'grab', 'pillow', 'squeeze', 'tight', 'think', 'dream', 'time', 'going', 'want', 'love', 'want', 'love', 'want', 'love', 'want', 'love', 'want', 'love', 'want', 'love', 'want', 'love', 'want', 'love', 'sometimes', 'feel', 'like', 'never', 'really', 'love', 'real', 'well', 'say', 'better', 'love', 'find', 'today', 'one', 'chance', 'show', 'love', 'like', 'two', 'steps', 'ladder', 'peg', 'want', 'loving', 'please', 'make', 'beg', 'want', 'love', 'want', 'love', 'want', 'love', 'want', 'love', 'want', 'love', 'want', 'love', 'want', 'love', 'want', 'love', 'want', 'love', 'need', 'love', 'share', 'dreams', 'make', 'see', 'really', 'bad', 'love', 'need', 'want', 'love', 'need', 'love', 'like', 'birds', 'sky', 'share', 'dreams', 'make', 'see', 'really', 'bad', 'love', 'need', 'want', 'love', 'want', 'love', 'want', 'love', 'want', 'love', 'want', 'love', 'want', 'love', 'want', 'love', 'want', 'love']"
955,ML956,Don Henley,Sunset Grill,relaxed,"['unfortunately', 'licensed', 'display', 'full', 'lyrics', 'song', 'moment', 'hopefully', 'able', 'future', 'random', 'page']"
956,ML957,Underoath,A Boy Brushed Red Living In Black And White,angry,"['feel', 'heartbeat', 'racing', 'taste', 'fear', 'sweat', 'done', 'wrong', 'far', 'gone', 'sheets', 'tell', 'regret', 'admit', 'fool', 'fool', 'go', 'wrong', 'tonight', 'last', 'chance', 'exactly', 'want', 'could', 'night', 'makes', 'feel', 'alive', 'makes', 'feel', 'alive', 'go', 'wrong', 'sign', 'toss', 'key', 'living', 'moment', 'ignore', 'truth', 'feel', 'heart', 'mine', 'take', 'breath', 'close', 'eyes', 'rise', 'lungs', 'failed', 'stopped', 'breathing', 'heart', 'dead', 'way', 'past', 'beating', 'something', 'gone', 'terribly', 'wrong', 'scared', 'scared', 'scared', 'never', 'thought', 'make', 'alive', 'never', 'told', 'goodbyes', 'goodbyes', 'well', 'look', 'dying', 'slit', 'wrists', 'sleeping', 'girl', 'next', 'door', 'always', 'knew', 'sucker', 'matter', 'say', 'never', 'mattered', 'anyway', 'never', 'mattered', 'anyway', 'moment', 'ignore', 'truth', 'feel', 'heart', 'mine', 'take', 'breath', 'close', 'eyes', 'rise', 'lungs', 'failed', 'stopped', 'breathing', 'heart', 'dead', 'way', 'past', 'beating', 'something', 'gone', 'terribly', 'wrong', 'scared', 'scared', 'scared', 'never', 'thought', 'make', 'alive', 'never', 'told', 'goodbyes', 'goodbyes', 'shake', 'hate', 'see', 'tremble', 'trembling', 'lost', 'touch', 'addicted', 'addicted', 'lungs', 'failed', 'stopped', 'breathing', 'heart', 'dead', 'way', 'past', 'beating', 'something', 'gone', 'terribly', 'wrong', 'gone', 'wrong', 'lungs', 'failed', 'stopped', 'breathing', 'heart', 'dead', 'way', 'past', 'beating', 'something', 'gone', 'terribly', 'wrong', 'scared', 'scared', 'scared', 'never', 'thought', 'make', 'alive', 'never', 'told', 'goodbyes', 'goodbyes', 'never', 'thought', 'make', 'alive', 'never', 'thought', 'make', 'alive', 'never', 'thought', 'make', 'alive', 'goodbyes']"
957,ML958,Vreid,Disciplined,angry,"['times', 'battle', 'times', 'war', 'time', 'discipline', 'mercy', 'war', 'whore', 'life', 'turns', 'harsh', 'lust', 'disappear', 'life', 'turns', 'dark', 'attraction', 'still', 'taste', 'forbidden', 'dance', 'wolves', 'erotic', 'deceit', 'pleasure', 'rules', 'times', 'battle', 'times', 'war', 'time', 'discipline', 'mercy', 'war', 'whore', 'game', 'flirt', 'come', 'end', 'power', 'change', 'nation', 'rise', 'hordes', 'scream', 'death', 'claim', 'revenge', 'ravage', 'body', 'serve', 'hell', 'spitting', 'eyes', 'defenders', 'open', 'legs', 'surrender', 'embracing', 'muscular', 'overpower', 'pride', 'simply', 'devour', 'time', 'battle', 'time', 'war', 'time', 'disciplined', 'mercy', 'war', 'whore']"
958,ML959,Belphegor,Blood Magick Necromance,angry,"['price', 'illusion', 'initiating', 'torment', 'devoted', 'travel', 'firmament', 'advise', 'devil', 'destroy', 'plane', 'hope', 'fukked', 'embellished', 'sacred', 'remains', 'naths', 'morte', 'blood', 'magick', 'necromance', 'feast', 'upon', 'dead', 'submit', 'horror', 'countess', 'mark', 'breathes', 'plague', 'sordid', 'remains', 'adorn', 'morbid', 'sanctuary', 'lechery', 'addiction', 'celestial', 'charms', 'glorified', 'impulse', 'seven', 'severed', 'arteries', 'naths', 'morte', 'blood', 'magick', 'necromance', 'feast', 'upon', 'dead', 'submit', 'horror', 'spit', 'upon', 'dew', 'drenched', 'breast', 'slutfukk', 'necromance', 'piss', 'rains', 'upon', 'poisoned', 'sea', 'blood', 'magick', 'necromance', 'sukkubus', 'consume', 'flesh', 'blood', 'magick', 'necromance', 'feast', 'upon', 'dead', 'submit', 'horror', 'blood', 'magick', 'necromance', 'raped', 'elements', 'forgotten', 'dismembered']"
959,ML960,Murder By Death,Comin' Home,relaxed,"['light', 'moon', 'comin', 'home', 'howlin', 'way', 'comin', 'home', 'hands', 'knees', 'comin', 'home', 'know', 'beat', 'yeah', 'comin', 'home', 'skin', 'teeth', 'comin', 'home', 'soles', 'feet', 'know', 'comin', 'home', 'comin', 'home', 'ai', 'comin', 'home', 'ridin', 'wind', 'comin', 'home', 'matter', 'comin', 'home', 'crawlin', 'fours', 'comin', 'home', 'turnin', 'brick', 'walls', 'doors', 'comin', 'home', 'got', 'taste', 'mouth', 'got', 'hunger', 'gut', 'skin', 'turned', 'leather', 'hair', 'banded', 'rope', 'knees', 'buckled', 'beneath', 'weight', 'doubt', 'miss', 'things', 'done', 'without', 'comin', 'home', 'ai', 'comin', 'home', 'comin', 'home', 'ai', 'nothin', 'ai', 'nothin', 'leave', 'light', 'need', 'anymore', 'old', 'friend', 'put', 'cross', 'door', 'lay', 'boards', 'way', 'comin', 'home', 'comin', 'home', 'comin', 'home', 'comin', 'home', 'comin', 'home']"
960,ML961,My Darkest Days,Move Your Body,angry,"['hotter', 'cherry', 'cigarette', 'bet', 'every', 'dollar', 'mom', 'model', 'better', 'yet', '21', 'run', 'turning', 'every', 'head', 'body', 'built', 'like', 'weapon', 'using', 'devil', 'hear', 'say', 'c', 'amon', 'get', 'get', 'move', 'body', 'use', 'body', 'lose', 'control', 'rub', 'right', 'back', 'body', 'take', 'body', 'make', 'get', 'going', 'light', 'room', 'fire', 'yeah', 'burn', 'tonight', 'get', 'two', 'us', 'going', 'fuel', 'fire', 'way', 'hell', 'slowing', 'tonight', 'fun', 'take', 'tongue', 'run', 'lip', 'got', 'love', 'way', 'hell', 'positions', 'people', 'say', 'know', 'got', 'hand', 'right', 'landmine', 'ready', 'blow', 'devil', 'hear', 'say', 'c', 'amon', 'get', 'get', 'move', 'body', 'use', 'body', 'lose', 'control', 'rub', 'right', 'back', 'body', 'take', 'body', 'make', 'get', 'going', 'light', 'room', 'fire', 'yeah', 'burn', 'tonight', 'get', 'two', 'us', 'going', 'fuel', 'fire', 'way', 'hell', 'slowing', 'tonight', 'want', 'tapping', 'back', 'door', 'got', 'tapping', 'back', 'door', 'baby', 'got', 'acting', 'like', 'want', 'tapping', 'back', 'door', 'baby', 'devil', 'hear', 'say', 'c', 'amon', 'get', 'get', 'move', 'body', 'use', 'body', 'lose', 'control', 'rub', 'right', 'back', 'body', 'take', 'body', 'make', 'get', 'going', 'light', 'room', 'fire', 'yeah', 'burn', 'tonight', 'get', 'two', 'us', 'going', 'fuel', 'fire', 'way', 'hell', 'slowing', 'tonight']"
